epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
114,17828.2,1.44111,1.80668,0.01872,0.99982,0.63747,0.53796,0.58839,0.39239,1.35543,1.49682,0.02177,0,0.00720325,0.00720325,0.00720325,0.00360163,0.0144065
115,17976.6,1.43411,1.79873,0.01864,0.99986,0.64113,0.53576,0.58949,0.39316,1.35369,1.49647,0.02173,0,0.0071785,0.0071785,0.0071785,0.00358925,0.014357
116,18132.7,1.43854,1.79262,0.01863,0.99999,0.64159,0.53659,0.5898,0.39348,1.35308,1.49545,0.02172,0,0.00715375,0.00715375,0.00715375,0.00357688,0.0143075
117,18282.6,1.44039,1.79636,0.01869,0.99989,0.64739,0.53329,0.58973,0.39364,1.3533,1.49387,0.02172,0,0.007129,0.007129,0.007129,0.0035645,0.014258
118,18433.3,1.43815,1.79495,0.01865,1.00001,0.64819,0.53423,0.59002,0.39384,1.35289,1.49258,0.02171,0,0.00710425,0.00710425,0.00710425,0.00355212,0.0142085
119,18588.6,1.43297,1.7898,0.01866,0.99983,0.64732,0.53541,0.59069,0.39444,1.35288,1.4903,0.02171,0,0.0070795,0.0070795,0.0070795,0.00353975,0.014159
120,18738.1,1.42574,1.76522,0.01866,1.00004,0.64905,0.53465,0.59146,0.39502,1.35078,1.49043,0.02167,0,0.00705475,0.00705475,0.00705475,0.00352737,0.0141095
121,18897.8,1.43844,1.78598,0.01853,0.99979,0.65325,0.53287,0.59212,0.39569,1.35022,1.48901,0.02165,0,0.00703,0.00703,0.00703,0.003515,0.01406
122,19048.2,1.43758,1.78237,0.01855,0.99987,0.65169,0.53591,0.59236,0.39586,1.34977,1.48783,0.02163,0,0.00700525,0.00700525,0.00700525,0.00350263,0.0140105
123,19196.9,1.43755,1.78361,0.01846,0.99991,0.65745,0.5343,0.59261,0.3963,1.34872,1.48744,0.02161,0,0.0069805,0.0069805,0.0069805,0.00349025,0.013961
124,19350,1.42823,1.77003,0.01852,0.9999,0.65554,0.5361,0.59311,0.39696,1.34834,1.48633,0.02161,0,0.00695575,0.00695575,0.00695575,0.00347788,0.0139115
125,19497.1,1.43213,1.7724,0.01852,0.99997,0.65834,0.5373,0.59389,0.39759,1.34772,1.48411,0.0216,0,0.006931,0.006931,0.006931,0.0034655,0.013862
126,19648.8,1.43171,1.77648,0.01857,0.99997,0.6597,0.53564,0.59461,0.39816,1.348,1.48066,0.02161,0,0.00690625,0.00690625,0.00690625,0.00345313,0.0138125
127,19795.3,1.43234,1.77435,0.01846,0.99978,0.65319,0.54073,0.59511,0.39863,1.34832,1.47785,0.02162,0,0.0068815,0.0068815,0.0068815,0.00344075,0.013763
128,19945.8,1.4371,1.78231,0.01842,0.99993,0.65658,0.53807,0.5955,0.39905,1.34742,1.47676,0.02159,0,0.00685675,0.00685675,0.00685675,0.00342838,0.0137135
129,20097.6,1.42861,1.76608,0.01842,0.99999,0.65579,0.53948,0.59629,0.39984,1.3473,1.47468,0.02159,0,0.006832,0.006832,0.006832,0.003416,0.013664
130,20246.5,1.43023,1.75315,0.01848,0.99994,0.6604,0.53718,0.59695,0.40072,1.3467,1.47337,0.02158,0,0.00680725,0.00680725,0.00680725,0.00340363,0.0136145
131,20400.3,1.42537,1.76783,0.01844,0.99999,0.6465,0.54661,0.59746,0.40109,1.34656,1.47161,0.02158,0,0.0067825,0.0067825,0.0067825,0.00339125,0.013565
132,20549.7,1.42527,1.76539,0.01841,0.99988,0.65448,0.54584,0.59846,0.40175,1.34602,1.47013,0.02157,0,0.00675775,0.00675775,0.00675775,0.00337887,0.0135155
133,20699.1,1.42994,1.77178,0.01844,0.99986,0.6532,0.54777,0.59908,0.40253,1.34574,1.46891,0.02156,0,0.006733,0.006733,0.006733,0.0033665,0.013466
134,20852.5,1.42145,1.75153,0.01847,1.00009,0.65719,0.54758,0.60002,0.40311,1.34563,1.46664,0.02156,0,0.00670825,0.00670825,0.00670825,0.00335412,0.0134165
135,21000.8,1.42808,1.74918,0.0185,0.99993,0.6547,0.54961,0.60086,0.40384,1.34472,1.46516,0.02153,0,0.0066835,0.0066835,0.0066835,0.00334175,0.013367
